"[44, 14, 12]","[536, 1023]"
"[44, 14, 12]","[536, 1023]"
"[44, 14, 12]","[536, 1023]"
"[44, 14, 12]","[536, 1023]"
"[44, 14, 12]","[536, 1023]"
"[44, 14, 12]","[536, 1023]"
"[40, 14, 13]","[536, 1023]"
"[39, 17, 13]","[536, 1023]"
"[38, 17, 13]","[536, 1023]"
"[37, 32, 13]","[536, 1023]"
"[36, 30, 13]","[536, 1023]"
"[36, 18, 13]","[536, 1023]"
"[35, 18, 13]","[536, 1023]"
"[34, 30, 13]","[536, 1023]"
"[33, 20, 14]","[536, 1023]"
"[32, 16, 15]","[536, 1023]"
"[31, 21, 14]","[536, 1023]"
"[31, 22, 14]","[536, 1023]"
"[29, 16, 15]","[536, 1023]"
"[29, 18, 15]","[536, 1023]"
"[28, 23, 15]","[536, 1023]"
"[27, 16, 15]","[536, 1023]"
"[26, 18, 15]","[536, 1023]"
"[25, 19, 15]","[536, 1023]"
"[24, 5, 16]","[536, 1023]"
"[23, 4, 63]","[536, 1023]"
"[23, 3, 18]","[536, 1023]"
"[22, 3, 16]","[536, 1023]"
"[21, 3, 19]","[536, 1023]"
"[20, 3, 19]","[536, 1023]"
"[20, 2, 18]","[536, 1023]"
"[19, 2, 16]","[536, 1023]"
"[19, 2, 19]","[536, 1023]"
"[18, 2, 21]","[536, 1023]"
"[18, 3, 19]","[536, 1023]"
"[18, 2, 16]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
"[18, 2, 15]","[536, 1023]"
