"[16, 58, 95]","[536, 1023]"
"[16, 57, 95]","[536, 1023]"
"[16, 58, 95]","[536, 1023]"
"[17, 59, 94]","[536, 1023]"
"[16, 49, 12]","[536, 1023]"
"[16, 49, 12]","[536, 1023]"
"[17, 47, 11]","[536, 1023]"
"[16, 88, 10]","[536, 1023]"
"[16, 70, 9]","[536, 1023]"
"[19, 46, 9]","[536, 1023]"
"[19, 47, 8]","[536, 1023]"
"[16, 45, 9]","[536, 1023]"
"[17, 45, 8]","[536, 1023]"
"[26, 9, 10]","[536, 1023]"
"[26, 9, 10]","[536, 1023]"
"[26, 9, 10]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[26, 9, 10]","[536, 1023]"
"[25, 9, 11]","[536, 1023]"
"[25, 9, 11]","[536, 1023]"
"[25, 9, 11]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[25, 9, 11]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[25, 9, 10]","[536, 1023]"
"[24, 9, 10]","[536, 1023]"
"[24, 9, 10]","[536, 1023]"
"[23, 9, 12]","[536, 1023]"
"[23, 9, 12]","[536, 1023]"
"[22, 9, 12]","[536, 1023]"
"[10, 9, 16]","[0, 522]"
"[11, 9, 17]","[0, 522]"
"[11, 9, 17]","[0, 522]"
"[11, 9, 17]","[0, 522]"
"[11, 10, 16]","[0, 522]"
