"[9, 51, 2]","[1023, 522]"
"[5, 47, 7]","[1023, 522]"
"[5, 47, 7]","[1023, 522]"
"[5, 47, 8]","[1023, 522]"
"[5, 47, 8]","[1023, 522]"
"[5, 48, 8]","[1023, 522]"
"[5, 47, 9]","[1023, 522]"
"[5, 47, 9]","[1023, 522]"
"[5, 47, 9]","[1023, 522]"
"[5, 48, 10]","[1023, 522]"
"[4, 50, 11]","[1023, 522]"
"[5, 50, 11]","[1023, 522]"
"[5, 95, 13]","[1023, 522]"
"[6, 94, 14]","[1023, 522]"
"[6, 95, 14]","[1023, 522]"
"[5, 48, 15]","[1023, 522]"
"[6, 47, 14]","[1023, 522]"
"[6, 47, 14]","[1023, 522]"
"[6, 47, 15]","[1023, 522]"
"[7, 46, 15]","[1023, 522]"
"[6, 46, 15]","[1023, 522]"
"[6, 45, 15]","[1023, 522]"
"[7, 46, 15]","[1023, 522]"
"[7, 47, 14]","[1023, 522]"
"[7, 52, 15]","[1023, 522]"
"[7, 47, 15]","[1023, 522]"
"[8, 51, 15]","[1023, 522]"
"[8, 49, 15]","[1023, 522]"
"[7, 48, 15]","[1023, 522]"
"[8, 50, 15]","[1023, 522]"
"[7, 51, 15]","[1023, 522]"
"[8, 52, 15]","[1023, 522]"
"[8, 51, 15]","[1023, 522]"
"[8, 51, 15]","[1023, 522]"
"[7, 50, 15]","[1023, 522]"
"[8, 50, 15]","[1023, 522]"
"[8, 52, 15]","[1023, 522]"
"[8, 47, 15]","[1023, 522]"
"[8, 49, 16]","[1023, 522]"
"[8, 51, 16]","[1023, 522]"
"[7, 92, 15]","[1023, 522]"
"[9, 91, 15]","[1023, 522]"
"[18, 90, 16]","[1023, 522]"
"[12, 91, 17]","[1023, 522]"
"[88, 91, 18]","[1023, 522]"
"[12, 89, 17]","[1023, 522]"
"[42, 89, 18]","[1023, 522]"
"[43, 89, 19]","[1023, 522]"
"[43, 90, 18]","[1023, 522]"
"[41, 88, 21]","[1023, 522]"
