"[19, 15, 15]","[536, 1023]"
"[19, 15, 14]","[536, 1023]"
"[19, 15, 14]","[536, 1023]"
"[23, 9, 44]","[536, 1023]"
"[23, 9, 45]","[536, 1023]"
"[39, 8, 45]","[536, 1023]"
"[16, 8, 45]","[0, 522]"
"[17, 8, 45]","[0, 522]"
"[18, 8, 45]","[0, 522]"
"[37, 8, 46]","[0, 522]"
"[17, 8, 45]","[0, 522]"
"[15, 8, 45]","[0, 522]"
"[15, 8, 45]","[0, 522]"
"[15, 8, 45]","[0, 522]"
"[13, 8, 45]","[0, 522]"
"[14, 8, 46]","[0, 522]"
"[14, 8, 46]","[0, 522]"
"[15, 8, 46]","[0, 522]"
"[19, 7, 46]","[0, 522]"
"[20, 8, 47]","[0, 522]"
"[20, 7, 46]","[0, 522]"
"[17, 7, 45]","[0, 522]"
"[17, 7, 16]","[0, 522]"
"[17, 7, 16]","[0, 522]"
"[16, 7, 14]","[0, 522]"
"[17, 8, 13]","[0, 522]"
"[19, 8, 14]","[536, 1023]"
"[21, 8, 13]","[536, 1023]"
"[19, 8, 14]","[536, 1023]"
"[19, 9, 13]","[536, 1023]"
"[18, 10, 13]","[536, 1023]"
"[17, 42, 13]","[536, 1023]"
"[17, 43, 13]","[536, 1023]"
"[13, 40, 15]","[1023, 522]"
"[13, 40, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[13, 40, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[13, 40, 16]","[1023, 522]"
"[12, 39, 16]","[1023, 522]"
"[13, 39, 16]","[1023, 522]"
"[12, 39, 16]","[1023, 522]"
"[12, 39, 17]","[1023, 522]"
"[12, 39, 17]","[1023, 522]"
"[13, 39, 17]","[1023, 522]"
"[13, 39, 17]","[1023, 522]"
"[13, 38, 18]","[1023, 522]"
