"[10, 3, 17]","[0, 522]"
"[10, 3, 18]","[0, 522]"
"[10, 3, 18]","[0, 522]"
"[10, 3, 17]","[0, 522]"
"[10, 3, 17]","[0, 522]"
"[9, 3, 17]","[0, 522]"
"[9, 2, 17]","[0, 522]"
"[9, 3, 16]","[0, 522]"
"[9, 3, 17]","[0, 522]"
"[9, 3, 16]","[0, 522]"
"[9, 3, 16]","[0, 522]"
"[9, 2, 16]","[0, 522]"
"[9, 3, 17]","[0, 522]"
"[9, 2, 16]","[0, 522]"
"[9, 3, 16]","[0, 522]"
"[9, 2, 17]","[0, 522]"
"[9, 3, 16]","[0, 522]"
"[9, 3, 17]","[0, 522]"
"[16, 13, 42]","[0, 522]"
"[31, 13, 42]","[536, 522]"
"[16, 14, 41]","[536, 522]"
"[30, 14, 41]","[536, 522]"
"[19, 14, 41]","[536, 1023]"
"[17, 15, 41]","[536, 1023]"
"[15, 16, 41]","[536, 1023]"
"[16, 16, 7]","[536, 1023]"
"[16, 17, 6]","[536, 1023]"
"[17, 20, 6]","[1023, 522]"
"[24, 47, 5]","[1023, 522]"
"[17, 47, 5]","[1023, 522]"
"[15, 48, 5]","[1023, 522]"
"[22, 48, 4]","[1023, 522]"
"[17, 48, 5]","[1023, 522]"
"[20, 48, 4]","[1023, 522]"
"[17, 48, 4]","[1023, 522]"
"[17, 48, 4]","[1023, 522]"
"[16, 48, 4]","[1023, 522]"
"[16, 49, 3]","[1023, 522]"
"[16, 50, 3]","[1023, 522]"
"[15, 50, 3]","[1023, 522]"
"[14, 50, 3]","[1023, 522]"
"[14, 50, 2]","[1023, 522]"
"[14, 50, 3]","[1023, 522]"
"[13, 50, 3]","[1023, 522]"
"[12, 50, 2]","[1023, 522]"
"[11, 48, 2]","[1023, 522]"
"[11, 49, 2]","[1023, 522]"
"[10, 51, 2]","[1023, 522]"
"[9, 51, 2]","[1023, 522]"
"[9, 43, 2]","[1023, 522]"
