"[26, 6, 15]","[0, 522]"
"[26, 6, 14]","[0, 522]"
"[25, 6, 15]","[0, 522]"
"[26, 5, 15]","[0, 522]"
"[26, 5, 15]","[536, 522]"
"[26, 6, 15]","[536, 522]"
"[26, 6, 15]","[536, 522]"
"[25, 6, 15]","[536, 522]"
"[13, 7, 19]","[329, 522]"
"[13, 7, 15]","[0, 522]"
"[13, 7, 81]","[0, 522]"
"[12, 8, 17]","[0, 522]"
"[12, 8, 18]","[0, 522]"
"[12, 8, 16]","[0, 522]"
"[11, 8, 16]","[0, 522]"
"[11, 8, 15]","[0, 522]"
"[11, 8, 15]","[0, 522]"
"[12, 8, 16]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 16]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 16]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[11, 9, 15]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 16]","[0, 522]"
"[12, 9, 15]","[0, 522]"
"[12, 9, 15]","[0, 522]"
"[12, 9, 15]","[0, 522]"
"[12, 9, 15]","[0, 522]"
"[12, 18, 15]","[0, 522]"
"[13, 21, 14]","[0, 522]"
"[14, 14, 15]","[0, 522]"
"[15, 15, 15]","[0, 522]"
"[116, 18, 15]","[0, 522]"
"[15, 17, 17]","[0, 522]"
"[116, 16, 79]","[0, 522]"
"[17, 18, 80]","[0, 522]"
