"[7, 98, 7]","[1023, 522]"
"[6, 53, 8]","[1023, 522]"
"[6, 96, 8]","[1023, 522]"
"[7, 95, 8]","[1023, 522]"
"[7, 97, 9]","[1023, 522]"
"[6, 96, 9]","[1023, 522]"
"[6, 95, 9]","[1023, 522]"
"[10, 94, 10]","[1023, 522]"
"[7, 94, 10]","[1023, 522]"
"[6, 93, 10]","[1023, 522]"
"[6, 95, 12]","[1023, 522]"
"[7, 93, 12]","[1023, 522]"
"[7, 58, 15]","[1023, 522]"
"[7, 93, 14]","[1023, 522]"
"[7, 95, 14]","[1023, 522]"
"[8, 95, 14]","[1023, 522]"
"[86, 93, 15]","[1023, 522]"
"[54, 92, 15]","[1023, 522]"
"[14, 94, 16]","[1023, 522]"
"[87, 91, 16]","[1023, 522]"
"[16, 51, 17]","[1023, 522]"
"[44, 93, 18]","[1023, 522]"
"[43, 140, 19]","[1023, 522]"
"[42, 140, 21]","[1023, 522]"
"[32, 28, 8]","[536, 1023]"
"[31, 27, 8]","[536, 1023]"
"[31, 27, 8]","[536, 1023]"
"[31, 51, 8]","[536, 1023]"
"[29, 50, 8]","[536, 1023]"
"[29, 28, 8]","[536, 1023]"
"[28, 45, 8]","[536, 1023]"
"[27, 46, 8]","[536, 1023]"
"[27, 42, 8]","[536, 1023]"
"[26, 33, 8]","[536, 1023]"
"[25, 21, 8]","[536, 1023]"
"[25, 19, 9]","[536, 1023]"
"[23, 16, 8]","[536, 1023]"
"[23, 19, 8]","[536, 1023]"
"[22, 58, 8]","[536, 1023]"
"[21, 110, 8]","[536, 1023]"
"[20, 20, 8]","[536, 1023]"
"[20, 91, 9]","[536, 1023]"
"[19, 20, 8]","[536, 1023]"
"[18, 15, 8]","[536, 1023]"
"[17, 85, 9]","[536, 1023]"
"[16, 91, 9]","[536, 1023]"
"[16, 90, 8]","[536, 1023]"
"[15, 92, 8]","[536, 1023]"
"[14, 82, 9]","[536, 1023]"
"[13, 19, 9]","[536, 1023]"
